1	1	0.42312646434767254	0.0
1	2	0.4231264643476723	0.0
1	3	0.4231264643476729	0.0
1	4	0.4231264643476725	0.0
1	5	0.4231264643476719	0.0
1	6	0.42312646434767287	0.0
 
2	1	0.42312646434767276	0.0
2	2	0.42312646434767187	0.0
2	3	0.4231264643476717	0.0
2	4	0.4231264643476721	0.0
2	5	0.4231264643476726	0.0
2	6	0.42312646434767254	0.0
 
3	1	0.4231264643476724	0.0
3	2	0.4231264643476723	0.0
3	3	0.4231264643476695	0.0
3	4	0.42312646434767226	0.0
3	5	0.42312646434767215	0.0
3	6	0.42312646434767287	0.0
 
4	1	0.4231264643476722	0.0
4	2	0.42312646434767215	0.0
4	3	0.42312646434767226	0.0
4	4	0.42312646434767254	0.0
4	5	0.42312646434767254	0.0
4	6	0.4231264643476726	0.0
 
5	1	0.42312646434767215	0.0
5	2	0.42312646434767265	0.0
5	3	0.4231264643476723	0.0
5	4	0.42312646434767254	0.0
5	5	0.42312646434767204	0.0
5	6	0.4231264643476717	0.0
 
6	1	0.42312646434767237	0.0
6	2	0.42312646434767265	0.0
6	3	0.4231264643476728	0.0
6	4	0.4231264643476728	0.0
6	5	0.42312646434767276	0.0
6	6	0.4231264643476705	0.0
 
